sepal_length,sepal_width,petal_length,petal_width,species
5.487500364398027,4.332383422546322,2.8761474720170916,0.5110991298226931,setosa
5.9,3.0,4.2,1.5,versicolor
6.0,2.2,4.0,1.0,versicolor
6.1,2.9,4.7,1.4,versicolor
4.6722506838011855,2.345354006123002,6.16252915918419,1.4738332336812394,versicolor
4.901102511667734,3.7447870742885185,4.5166510640828,0.7395119620020305,versicolor
5.6,3.0,4.5,1.5,versicolor
7.103503254276861,3.796659246696678,2.3963079416857287,0.7915734740379081,setosa
4.449811025902813,2.7447768149602276,5.016215708117088,0.32811807415456296,setosa
6.691528745178595,3.613376223295548,1.8280036226770846,1.2107184774244382,versicolor
5.9,3.2,4.8,1.8,versicolor
6.4155204598397635,2.0334470904996835,6.021676598251016,1.2183643671549456,virginica
5.3854435209323555,4.286958548167388,4.5754933421300645,2.377259024116817,setosa
6.1,2.8,4.7,1.2,versicolor
6.4,2.9,4.3,1.3,versicolor
6.6,3.0,4.4,1.4,versicolor
6.8,2.8,4.8,1.4,versicolor
6.7,3.0,5.0,1.7,versicolor
5.940794643401,3.5879870316026268,1.86242214073692,1.5745113773006076,versicolor
5.280069622642572,3.2452600649274777,1.6211406711393375,1.7675155091643957,versicolor
5.5,2.4,3.8,1.1,versicolor
5.5,2.4,3.7,1.0,versicolor
7.383811422732553,4.248351561281071,1.9766371641381413,0.4297790320907252,setosa
6.0,2.7,5.1,1.6,versicolor
4.936382018581234,2.6299052382148753,6.433725787675956,2.3462555744815026,versicolor
6.0,3.4,4.5,1.6,versicolor
6.7,3.1,4.7,1.5,versicolor
6.3,2.3,4.4,1.3,versicolor
6.051969991017377,3.7735616093973006,5.917405467352503,1.1046599218969109,virginica
7.7628315923782525,2.3950587621968435,3.5127043096037083,2.136545173056699,virginica
5.5,2.6,4.4,1.2,versicolor
5.906162592066511,3.9398035329543246,2.3725803776019587,1.745784029094269,versicolor
5.602525397992205,3.236137110156115,4.5583322282984815,1.2541850279201887,versicolor
4.848323569767406,2.890213481269853,5.893628827808144,0.8859893545901091,versicolor
5.6,2.7,4.2,1.3,versicolor
4.38209393570691,3.6662298455429276,3.4559483116488345,2.3349669656562444,virginica
4.820287079917769,3.2017788468856216,3.976704798431158,1.4558814675338605,setosa
5.855534943190373,3.994670413099775,1.6813913756255943,1.5248368107192498,virginica
5.1,2.5,3.0,1.1,versicolor
5.880081257098168,4.293495816912728,5.598917490550841,0.8546559524902309,setosa
6.3,3.3,6.0,2.5,virginica
5.8,2.7,5.1,1.9,virginica
7.122033552783089,2.2605817787250646,1.6247946821294446,2.1581731458941382,virginica
6.3,2.9,5.6,1.8,virginica
6.5,3.0,5.8,2.2,virginica
6.358220988553871,4.226150122415619,1.5847675353212654,0.9007306199877716,setosa
4.9,2.5,4.5,1.7,virginica
7.3,2.9,6.3,1.8,virginica
6.7,2.5,5.8,1.8,virginica
5.261112387130817,2.7222768602742553,6.325653549172941,1.9300771529695655,virginica
4.37780348756919,2.687470944516932,4.790651328373731,0.4782679566999992,versicolor
6.4,2.7,5.3,1.9,virginica
6.8,3.0,5.5,2.1,virginica
5.7,2.5,5.0,2.0,virginica
5.8,2.8,5.1,2.4,virginica
6.4,3.2,5.3,2.3,virginica
7.750813167669204,3.394679862130166,1.2905993075728046,0.3873606124026947,setosa
4.597827999720779,3.716977111077924,1.599864227131924,1.6788718840972667,setosa
7.789034958451806,4.140025439011794,2.462253421413013,1.61900231024229,setosa
5.257131861254271,4.381701353734009,3.6779916042501686,1.3785334625577765,versicolor
6.9,3.2,5.7,2.3,virginica
5.6,2.8,4.9,2.0,virginica
7.7,2.8,6.7,2.0,virginica
6.391820102921422,3.626380816670858,2.3967947395159364,2.01818731962896,versicolor
7.549368627557831,3.8528298370663716,4.507158616163066,0.41704680952370543,setosa
4.9141346867327895,2.5511744719972524,1.2565028658754724,1.3543162612314947,virginica
4.724821247633855,4.246504568117512,3.207685856102378,1.3850434955920077,setosa
6.402752688085848,2.430243939578574,1.3268329140691346,2.008275613559406,versicolor
6.818945681718699,3.044232944007291,6.118194727338717,2.030540387072986,virginica
6.305315748428602,3.329686744493719,4.7404531589184025,1.3341348884569948,setosa
7.4,2.8,6.1,1.9,virginica
7.570890486547386,2.1077854865415895,4.846393050921848,1.6662096173442449,virginica
6.4,2.8,5.6,2.2,virginica
6.682899453016822,2.336597813596666,4.275668449728266,1.3865632862743296,setosa
5.312982011279187,3.9831006180664588,6.45636973294096,1.9695912509875095,setosa
7.7,3.0,6.1,2.3,virginica
5.548731296325413,2.2923980111084745,2.4713866974100496,1.2811677173810299,setosa
6.4,3.1,5.5,1.8,virginica
6.0,3.0,4.8,1.8,virginica
4.381763463281898,3.844753980602377,6.504837007441247,0.43544418628949644,setosa
6.004561843805034,2.9541876651798575,5.977092214426741,2.256079713667686,versicolor
5.917701407717639,4.1442719352748725,5.817755704201072,0.585771023501724,virginica
5.8,2.7,5.1,1.9,virginica
6.8,3.2,5.9,2.3,virginica
6.7,3.3,5.7,2.5,virginica
6.7,3.0,5.2,2.3,virginica
6.3,2.5,5.0,1.9,virginica
5.028508113262829,2.8967785492969043,5.865518723692414,0.3282297957518431,versicolor
6.9004936621472215,4.19842842833026,3.75755144917622,1.100534484627724,setosa
6.558311826528795,2.3678823598987857,1.1247732963849961,1.9782978511109126,virginica
